05/06/2005,6420,"CHECK",25,,18801.78
04/26/2005,6447,"CHECK",10,,15799.39
05/02/2005,6450,"CHECK",45,,17407.9
05/10/2005,6456,"CHECK",850,,17813.02
05/18/2005,6459,"CHECK",30,,16674.52
04/25/2005,6460,"CHECK",68.22,,15866.11
04/28/2005,6461,"CHECK",195,,15274.9
04/28/2005,6462,"CHECK",48,,15614.55
04/27/2005,6463,"CHECK",42,,15757.39
04/28/2005,6465,"CHECK",471,,14803.9
04/28/2005,6466,"CHECK",471,,14332.9
04/28/2005,6467,"CHECK",48.16,,15566.39
04/26/2005,6468,"OLD NAVY #5530  PURCHASE",56.72,,15809.39
04/28/2005,6469,"CHECK",96.49,,15469.9
04/27/2005,6470,"CHECK",54.84,,15702.55
05/18/2005,6471,"CHECK",15,,16704.52
05/18/2005,6472,"CHECK",105,,16410.72
05/10/2005,6473,"CHECK",850,,16963.02
05/04/2005,6474,"DOM VA NC POWER BILLPYMT",103,,17304.9
05/04/2005,6475,"CHECK",67,,17237.9
05/05/2005,6476,"CHECK",1544,,18826.78
05/11/2005,6478,"CHECK",5.5,,16957.52
05/19/2005,6479,"CHECK",50,,19552.52
05/17/2005,6483,"CHECK",12,,16855.52
05/17/2005,6484,"CHECK",136,,16719.52
05/18/2005,6485,"CHECK",62,,16612.52
05/13/2005,6486,"CHECK",50,,16907.52
05/18/2005,6487,"CHECK",96.8,,16515.72
05/09/2005,,"CHECK",39,,18762.78
05/10/2005,,"PROGRESSIVE INS.INS PREM",99.76,,18663.02
05/05/2005,,"ITT ADVANCED ENGPAYROLL",,3132.88,20370.78
05/02/2005,,"COUNTRYSIDE",60,,17452.9
05/16/2005,,"COUNTRYSIDE",40,,16867.52
05/02/2005,,"DEPOSIT",,3180,17512.9
05/19/2005,,"INTEREST PAYMENT",,1.32,16412.04
04/21/2005,,"ITT ADVANCED ENGPAYROLL",,3100.34,15954.33
05/19/2005,,"POTOMAC RUN 2",40,,19602.52
04/28/2005,,"SFWY 1084 PIDGEON HILL",40,,15662.55
05/19/2005,,"ITT ADVANCED ENGPAYROLL",,3230.48,19642.52
04/25/2005,,"SFWY 1084 PIDGEON HILL",20,,15934.33
