11/22/2004,0006315,CHECK,$60.00,,$9504.43
11/23/2004,0006317,CHECK,$32.50,,$9471.93
11/23/2004,0006316,CHECK,$45.00,,$9426.93
11/23/2004,0006318,CHECK,$52.25,,$9374.68
11/24/2004,6320,AMERICAN EXPRESSCHECK PYMT,$720.00,,$8654.68
11/24/2004,,COUNTRYSIDE,$100.00,,$8554.68
11/24/2004,0006322,CHECK,$77.00,,$8477.68
11/26/2004,,COUNTRYSIDE,$40.00,,$8437.68
11/26/2004,0006255,CHECK,$15.00,,$8422.68
11/26/2004,0006319,CHECK,$300.00,,$8122.68
11/26/2004,0006321,CHECK,$1392.00,,$6730.68
11/29/2004,,DEPOSIT,,$95.35,$6826.03
11/29/2004,,PLAZA AMERICA 1,$40.00,,$6786.03
11/29/2004,,SULLY PLAZA,$60.00,,$6726.03
11/30/2004,0006324,CHECK,$300.00,,$6426.03
12/01/2004,0006326,CHECK,$200.00,,$6226.03
12/02/2004,,ITT ADVANCED ENGPAYROLL,,$3633.45,$9859.48
12/03/2004,,COUNTRYSIDE,$300.00,,$9559.48
12/06/2004,,DEPOSIT,,$1500.00,$11059.48
12/06/2004,,1-800-FLOWERS.CO,$62.98,,$10996.50
12/06/2004,0006328,CHECK,$43.01,,$10953.49
12/06/2004,0006327,CHECK,$40.00,,$10913.49
12/07/2004,0006332,CHECK,$112.00,,$10801.49
12/08/2004,0006334,CHECK,$12.00,,$10789.49
12/08/2004,0006333,CHECK,$35.00,,$10754.49
12/08/2004,0006335,CHECK,$40.00,,$10714.49
12/09/2004,0006311,CHECK,$45.00,,$10669.49
12/10/2004,,PROGRESSIVE INS.INS PREM,$91.00,,$10578.49
12/10/2004,0006337,CHECK,$400.00,,$10178.49
12/13/2004,0006336,CHECK,$351.00,,$9827.49
12/14/2004,0006339,CHECK,$45.00,,$9782.49
12/14/2004,0006338,CHECK,$91.56,,$9690.93
12/16/2004,,ITT ADVANCED ENGPAYROLL,,$4034.26,$13725.19
12/17/2004,,COUNTRYSIDE,$40.00,,$13685.19
12/21/2004,,INTEREST PAYMENT,,$0.86,$13686.05
12/21/2004,0006341,CHECK,$20.00,,$13666.05
12/03/2004,0006329,VOID CHECK,$0.00,,$13666.05
