Date,Check Number,Description,Debit,Credit,Running Balance

06/19/2008,0007518,CHECK,$69.00,,$10229.76
06/19/2008,0007473,CHECK,$145.00,,$10084.76
06/20/2008,0007519,CHECK,$100.00,,$9984.76
