Date,Check Number,Description,Debit,Credit,Running Balance

06/19/2008,0007518,CHECK,$69.00,,$10229.76
06/19/2008,0007473,CHECK,$145.00,,$10084.76
06/20/2008,0007519,CHECK,$100.00,,$9984.76
06/24/2008,0007520,CHECK,$20.00,,$9964.76
06/25/2008,,SPRADLIN FARM,$200.00,,$9764.76
06/26/2008,,STATE FARM RO 27SFPP,$177.89,,$9586.87
